
21.72,25.06,68.82,100,0,85,2
22.12,26.99,75.82,97,0,86,2
22.1,29.4,68.82,96.84,0,87,2
21.72,28.07,66.39,98.28,0,88,2
21.72,26.84,75.82,100,0,89,2
21.72,29.4,68.82,100,0,90,2
22.9,28.8,85,98,1.5,35,1
22.1,28.9,73,96,0.7,36,1
22.2,29.1,69.5,98,0,37,1
23.8,30.3,67,98,0.7,38,1
21.5,27.8,74,99,0,39,1
21.8,28.2,70,96,0,40,1
21.3,31.4,65,99,0,41,1
22.5,31.6,58,99,0,42,1
21.2,32.3,59,100,17.5,43,1
21.6,32.9,62,100,55.1,44,1
22.7,32.5,69.5,100,9.3,45,1
22.4,29.4,79,100,18.5,46,1
22.6,31.4,75,100,0.1,47,1
21.8,31.6,70,100,1.5,48,1
22.9,31.5,73,100,58.4,49,1
21.1,27.2,84,100,0,50,1
21.1,26.8,77,98,0,51,1
21.3,29.9,70,100,1.2,52,1
22.6,29.2,72,98,0,53,1
23,29.1,78,100,0.8,54,1
22.6,28.9,76,100,0,55,1
21.2,30.5,68,100,0.4,56,1
21.2,31.9,68,100,0.2,57,1
22.5,28.7,76,100,1.4,58,1
22.4,28.5,79,100,5.4,59,1
22.5,27.7,83,100,1.2,60,1
22.2,26.3,86,100,2.2,62,2
21.8,26.9,84,100,0,63,2
20.4,30.5,68,100,0.2,64,2
22.1,30.1,68,97,0,65,2
22.9,30.8,63,97,0.4,66,2
21.9,31.7,62,99,0,67,2
20.8,31.8,62,100,0,68,2
23,32.8,63,100,74,69,2
22,33.6,69,100,15.8,70,2
21.7,29.6,82,100,7.4,71,2
19.3,33.6,69,100,2.4,71,2
20.4,32.8,63,100,6.2,72,2
19,34,33,96,0,73,2
19,34,31,96,0,74,2
22,33,42,91,0,75,2
22,33,37,91,0,76,2
21,31,45,99,0,77,2
19,32,41,99,0,78,2
21,32,42,96,0,79,2
22,33,37,91,0,80,2
19,34,33,96,0,81,2
19,34,31,96,0,82,2
22,33,42,91,0,83,2
22,33,37,91,0,84,2
19,34,33,96,0,85,2
20,34,42,97,0,86,2
21,33,43,98,0,87,2
21,31,57,99,0,88,2
20,32,46,99,0,89,2
19,32,48,99,0,90,2
20,32,34,99,0,91,0
16,32,27,99,0,92,0
15,32,22,98,0,93,0
15,32,24,96,13.7,94,0
14,32,24,96,4.1,95,0
13,31,25,96,12,96,0
14,31,30,93,0,97,0
14,31,30,92,9.5,98,0
15,31,32,92,0,99,0
16,31,34,92,0,100,0
16,31,36,92,0,101,0
15,31,32,94,0,102,0
15,31,33,93,0,103,0
15,30,35,94,0,104,0
14,32,29,98,0,105,0
13,31,32,97,0,106,0
14,17,75,90,0,107,0
14,17,75,90,0,111,0
13,31,32,97,0,112,0
12,32,30,99,0,113,0
13,32,30,99,0,114,0
13,32,29,99,0,115,0
13,32,34,99,0,116,0
14,31,37,99,0,117,0
13,32,34,99,0,118,0
10,30,25,98,0,119,0
10,30,17,90,0,120,0
9,30,27,96,0,121,0
10,31,27,96,0,122,0
11,31,28,94,0,123,0
11,30,29,96,0,124,0
11,29,30,98,0,125,0
9,28,37,98,0,126,0
10,27,43,99,0,127,0
11,27,43,99,0,128,0
10,28,55,99,0,129,0
17,29,51,91,0,130,0
17,29,51,97,0,131,0
17,30,48,97,0,132,0
16,31,47,99,0,133,0
13,32,31,99,0,139,0
13,31,38,99,0,140,0
13,28,43,98,0,141,0
14.6,31.4,20,47,0,142,0
13,31.8,16,48,0,143,0
15.5,30,21,49,0,144,0
15.3,29.8,23,55,0,145,0
14.4,30.4,21,49,0,146,0
14.2,30,20,49,0,147,0
16.7,30.2,23,56,0,148,0
9,28,35,99,0,149,0
9,28,35,99,0,150,0
10,28,37,98,0,151,0
10,27,39,99,0,152,0
10,27,41,99,0,153,0
10,27,40,99,0,154,0
9,27,37,98,0,155,0
9,28,35,96,0,156,0
7,29,27,99,0,157,0
7,29,26,97,0,158,0
7,30,21,99,0,159,0
4,28,18,99,0,160,0
5,28,23,99,0,161,0
6,27,31,99,0,162,0
7,28,34,99,0,163,0
11,30,44,99,0,164,0
13,28,48,92,0,165,0
11,28,50,99,0,166,0
11,29,37,99,0,167,0
9,31,24,99,0,168,0
8,30,26,99,0,169,0
8,29,26,99,0,170,0
10,28,28,96,0,171,0
7,26,23,99,0,172,0
4,25,37,99,0,173,0
6,25,34,99,0,174,0
6,25,34,99,0,175,0
6,25,34,99,0,176,0
5,24,32,98,0,177,0
6,26,28,98,0,178,0
6,29,28,99,0,179,0
7,29,24,99,0,180,0
8,28,30,98,0,181,0
9,23,44,99,0,182,0
8,22,51,99,0,183,0
4,25,33,99,0,184,0
5,24,40,99,0,185,0
8,27,42,97,0,186,0
10,29,32,99,0,187,0
11,28,37,98,0,188,0
10,28,39,98,0,189,0
11,27,34,87,0,190,0
9,28,34,97,0,191,0
11,26,27,97,0,192,0
4,26,19,98,0,193,0
4,26,19,98,0,194,0
12,27,46,99,0,195,0
11,26,52,99,0,196,0
10,29,34,98,0,197,0
11,30,31,97,0,198,0
11,30,35,99,0,199,0
10,29,32,97,0,200,0
6,23,15,61,0,201,0
1,25,17,91,0,202,0
10,28,20,49,0,203,0
9,29,25,63,0,204,0
11,32,23,76,0,205,0
5,30,18,99,0,225,0
7,29,35,98,0,226,0
12,30,26,99,0,227,0
12,33,21,95,0,228,0
13,34,19,94,0,229,0
11,32,18,73,0,230,0
9,31,20,92,0,231,0
9,27,30,99,0,232,0
9,28,16,96,0,233,0
5,29,15,88,0,234,0
9,34,17,85,0,235,0
13,32,16,69,0,236,0
12,32,16,69,0,237,0
9,33,15,85,0,238,0
10,35,15,81,0,239,0
22.9,27.8,81,97,1.6,35,1
22,28.8,74,100,0.6,36,1
22,30.1,69,99,0,37,1
21.8,30,69,99,0.8,38,1
21.4,27.7,75,100,0,39,1
22.8,29.2,72,97,0,40,1
22.3,30.4,64,98,0,41,1
22.3,32.6,57,98,0,42,1
23.2,33.3,58,100,17.4,43,1
22.6,33.9,63,100,55.2,44,1
21.7,31.5,69,100,9.2,45,1
22.2,29.5,78,100,18.4,46,1
22.5,30.4,74,100,0.2,47,1
21.7,31.2,69,100,1.6,48,1
21.9,30.5,72,100,59.4,49,1
22.1,28.2,83,100,0,50,1
22.1,27.8,78,99,0,51,1
22,29.9,70,100,1.2,52,1
22.6,29.2,72,98,0,53,1
23,29.1,78,100,0.8,54,1
22.6,28.9,76,100,0,55,1
21.2,30.5,68,100,0.4,56,1
21.2,31.9,68,100,0.2,57,1
22.5,28.7,76,100,1.4,58,1
22.4,28.5,79,100,5.4,59,1
22.5,27.7,83,100,1.2,60,1
22.2,26.3,86,100,2.2,62,2
21.8,26.9,84,100,0,63,2
20.4,30.5,68,100,0.2,64,2
22.1,30.1,68,97,0,65,2
22.9,30.8,63,97,0.4,66,2
21.9,31.7,62,99,0,67,2
20.8,31.8,62,100,0,68,2
23,32.8,63,100,74,69,2
22,33.6,69,100,15.8,70,2
21.7,29.6,82,100,7.4,71,2
19.3,33.6,69,100,2.4,71,2
20.4,32.8,63,100,6.2,71,2
16.6,31.96,33.82,88.62,0,71,2
16.6,30.43,43.71,77.42,0,71,2
19.16,30.15,50.52,77.65,0,71,2
21.72,29.52,53.34,88.62,0,71,2
21.72,29.4,60.23,95.61,5.4,71,2
21.72,29.4,58.56,95.61,0.02,71,2
21.72,29.91,52.68,95.61,0,71,2
19.16,31.96,42.28,89.86,0,71,2
17.65,31.96,42.44,88.67,0,71,2
19.16,31.96,50.52,88.62,0,71,2
19.37,30.04,50.52,89.47,0,71,2
19.58,30.63,44.59,90.33,0,71,2
19.16,31.96,42.28,88.62,0,71,2
17.42,32.06,33.82,90.08,0,71,2
14.18,31.96,33.82,90.99,0,71,2
14.21,31.96,28.87,90.71,0,71,2
14.14,31.96,28.5,90.88,0,71,2
14.04,30.52,26.01,91.86,0,71,2
14.04,31.96,29.08,95.61,0,71,2
14.86,31.96,33.82,95.61,0,71,2
16.6,31.96,33.82,95.61,0,71,2
15.11,31.96,33.82,90.33,0,71,2
16.6,30.34,36.02,90.49,0,71,2
17.57,29.4,33.82,81.42,0,71,2
14.04,30.06,19.6,81.42,0,71,2
12.35,30.38,25.47,81.42,0,71,2
11.48,31.96,25.88,88.62,0,71,2
12.46,31.96,25.16,81.81,0,71,2
12.53,29.89,27.79,88.62,0,71,2
11.81,29.45,29.04,83.46,0,71,2
14.49,29.4,36.79,74.01,0,71,2
14.61,29.67,42.28,88.62,0,71,2
16.6,29.4,42.28,82.61,0,71,2
17.05,29.4,54.44,81.42,0,71,2
21.72,27.7,58.56,81.42,0,71,2
21.72,27,66.57,82.3,0,71,2
21.72,29.4,58.56,84.65,0,71,2
21.8,31.96,42.93,77.16,0,71,2
17.25,31.96,46.43,91.67,0,71,2
16.6,32.2,33.82,90.44,0,71,2
14.04,31.96,25.74,88.81,0,71,2
12.08,31.96,27,91.73,0,71,2
14.04,31.96,33.82,88.62,0,71,2
14.09,31.96,37.1,89.89,0,71,2
14.04,29.88,36.8,95.61,0,71,2
14.77,19.16,74,82.81,0,71,2
16.4,29.3,32,52,0,71,2
18.6,29.5,47,65,0,71,2
19.7,29.6,40,63,0,71,2
19.5,28.9,39,55,0,71,2
17.2,28.2,38,60,0,71,2
14.9,28,31,56,0,71,2
16.7,27.8,34,61,0,71,2
15.2,27.6,35,58,0,71,2
14.4,27.3,39,70,0,71,2
14.8,27,40,82,0,71,2
14,27.1,38,87,0,71,2
13.9,27.7,37,83,0,71,2
14.6,28.1,33,76,0,71,2
15.5,27.7,37,62,0,71,2
14.7,27.1,33,56,0,71,2
14.3,27,34,64,0,71,2
14,28.3,32,62,0,71,2
14.6,29.6,16,45,0,71,2
10.2,29,18,54,0,71,2
9.95,29.4,28.3,88.62,0,71,2
10.08,29.4,27.7,88.62,0,71,2
11.48,29.95,36.1,88.62,0,71,2
16.6,29.4,42.3,89.89,0,71,2
17.79,29.71,42.3,88.62,0,71,2
17.06,31.96,42.3,95.61,0,71,2
16.6,31.96,42.5,95.61,0,71,2
14.85,31.96,42.3,95.61,0,71,2
14.83,31.96,42.3,90.6,0,71,2
15.2,31.96,34.5,89.61,0,71,2
14.15,31.96,33.8,91.26,0,71,2
11.48,31.96,26.2,91.92,0,71,2
8.92,29.4,25.2,88.62,0,71,2
9.77,27.85,27,81.42,0,71,2
8.92,29.4,25.2,88.62,0,71,2
8.92,27.23,25.2,88.62,0,71,2
9.42,26.97,27.1,82.13,0,71,2
8.92,27.23,25.2,88.62,0,71,2
7.11,29.4,18.5,88.62,0,71,2
7.38,30.16,19.2,81.42,0,71,2
8.92,31.96,18.8,88.67,0,71,2
7.43,30.43,16.7,88.62,0,71,2
8.92,29.4,34.1,100,0.16,71,2
8.92,27.99,33.8,97.16,0,71,2
10.15,29.4,33.8,95.61,0,71,2
11.84,29.4,42.3,95.61,0,71,2
12.34,29.4,42.3,97.21,0,71,2
14.04,29.4,36.7,89.78,0,71,2
12.3,29.4,33.8,95.82,0,71,2
11.91,29.4,34.6,96.81,0,71,2
11.48,29.49,33.8,95.61,0,71,2
11.48,29.4,33.8,95.61,0,71,2
11.48,29.4,25.2,90.77,0,71,2
9.97,29.4,34.3,89.75,0,71,2
14.04,29.4,35.3,88.62,0,71,2
14.04,29.63,27.8,76.9,0,71,2
14.04,30.09,33.82,81.42,0,71,2
16.6,30.39,28.1,74.01,0,71,2
14.04,30.63,33.8,88.62,0,71,2
14.04,31.96,29.2,81.42,0,71,2
14.04,32.02,27,81.42,0,71,2
14.04,32.24,29.48,89.17,0,71,2
12.11,31.96,33.82,91.86,0,71,2
9.95,30.36,16.29,61.98,0,71,2
11.48,31.96,25.16,58.93,0,71,2
12.59,31.96,27.6,74.01,0,71,2
11.48,32.56,25.2,95.61,0,71,2
11.87,33.15,25.2,83.57,0,71,2
14.04,32.43,33.8,81.42,0,71,2
16.71,32.31,25.4,84.51,0,71,2
11.96,31.96,20,88.62,0,71,2
14.48,32.93,33.8,77.04,0,71,2
17.07,34.52,25.2,74.01,0,71,2
14.97,34.52,25.2,81.42,0,71,2
16.6,34.52,17.4,69.51,0,71,2
14.04,34.64,16.3,67.08,0,71,2
14.04,34.52,19.9,77.68,0,71,2
15.16,34.52,16.3,69.75,0,71,2
14.04,34.54,20.7,68.01,0,71,2
14.04,34.52,19.9,77.68,0,71,2
15.16,34.52,16.3,69.75,0,71,2
14.04,34.54,20.7,68.01,0,71,2
14.04,34.63,18.4,81.42,0,71,2
12.23,34.52,16.29,75.9,0,71,2
12.23,34.59,8.6,77.01,0,71,2
8.92,34.52,16.29,81.42,0,71,2
8.92,32.39,27.45,95.61,0,71,2
14.04,34.53,16.74,95.61,0,71,2
14.29,35.38,16.29,68.79,0,71,2
14.18,35.28,18.24,74.01,0,71,2
12.42,34.52,16.29,81.42,0,71,2
9.26,31.96,16.88,88.62,0,71,2
8.92,31.96,16.88,95.61,0,71,2
11.48,32.88,16.29,74.8,0,71,2
14.04,34.52,25.16,74.01,0,71,2
14.88,34.52,25.16,81.42,0,71,2
14.37,34.52,18.98,69.03,0,71,2
19.16,34.52,18.21,43.58,0,71,2
17.01,34.88,25.16,58.56,0,71,2
22.9,27.8,81,97,1.6,35,1
22,28.8,74,100,0.6,36,1
22,30.1,69,99,0,37,1
21.8,30,69,99,0.8,38,1
21.4,27.7,75,100,0,39,1
22.8,29.2,72,97,0,40,1
22.3,30.4,64,98,0,41,1
22.3,32.6,57,98,0,42,1
23.2,33.3,58,100,17.4,43,1
22.6,33.9,63,100,55.2,44,1
21.7,31.5,69,100,9.2,45,1
22.2,29.5,78,100,18.4,46,1
22.6,30.5,73,98,0.1,47,1
21.3,31.3,70,99,1.5,48,1
21.5,30.4,74,100,59.8,49,1
22.3,28.8,84,99,0,50,1
22.3,27.5,76,98,0,51,1
22.2,29.5,71,96,1.6,52,1
22.7,29.3,73,97,0.1,53,1
23.2,29.5,79,100,0.7,54,1
22.8,28.5,77,100,0,55,1
22.2,31.5,65,99,0.7,56,1
21.1,31.5,68.3,98,0.1,57,1
22.3,28.2,79,100,1.9,58,1
22.8,28.9,80,99,5.7,59,1
22.9,27.3,84,99,1.5,60,1
22.2,26.3,86,100,2.2,62,2
21.8,26.9,84,100,0,63,2
20.4,30.5,68,100,0.2,64,2
22.1,30.1,68,97,0,65,2
22.9,30.8,63,97,0.4,66,2
21.9,31.7,62,99,0,67,2
20.8,31.8,62,100,0,68,2
23,32.8,63,100,74,69,2
22,33.6,69,100,15.8,70,2
21.7,29.6,82,100,7.4,71,2
19.3,33.6,69,100,2.4,72,2
20.4,32.8,63,100,6.2,73,2
21,31,45,99,0,74,2
20,32,39,97,0,75,2
22,32,38,87,0,76,2
23,33,34,87,0,77,2
21,34,29,85,0,78,2
21,34,29,85,0,79,2
21,33,38,79,0,80,2
9.2,13.7,38,86,0,81,2
23,32,43,93,0,82,2
21,33,43,96,0,83,2
22,33,42,94,0.6,84,2
21,32,47,99,36.4,85,2
20,32,45,99,11.3,86,2
19,31,54,99,8.8,87,2
20,32,32,99,0,88,2
16,32,25,94,0,89,2
16,32,21,93,0,90,2
17,32,20,79,0,91,0
15,32,21,84,0,92,0
16,32,22,72,0,93,0
14,31,25,89,0,94,0
16,32,25,81,0,95,0
17,31,28,72,0,96,0
17,31,31,79,0,97,0
19,31,32,71,0,98,0
17,32,30,87,0,99,0
16,32,30,86,0,100,0
13,29,33,80,0,101,0
17,31,35,86,0,102,0
16,31,35,82,0,103,0
15,31,31,83,0,104,0
15,31,36,81,0,105,0
16,31,31,81,0,106,0
15,32,29,84,0,107,0
15,31,29,94,0,108,0
14,31,31,90,0,109,0
14,32,28,89,0,110,0
13,32,28,91,0,111,0
13,32,28,91,0,112,0
15,32,31,89,0,113,0
16,31,32,89,0,114,0
15,31,31,90,0,115,0
13,31,32,88,0,116,0
12,30,33,84,0,117,0
10,31,24,88,0,118,0
12,32,23,84,0,119,0
11,31,25,88,0,120,0
11,30,25,84,0,121,0
11,29,27,87,0,122,0
13,29,34,79,0,123,0
11,28,39,93,0,124,0
11,27,40,96,0,125,0
11,29,46,95,0,126,0
18,30,48,81,0,127,0
18,30,47,89,0,128,0
17,31,45,91,0,129,0
17,31,44,91,0,130,0
17,31,40,96,0,131,0
13,32,26,99,0,132,0
15,31,28,68,0,133,0
13,32,32,90,0,134,0
14,31,35,88,0,135,0
14,32,32,96,0,136,0
13,30,35,99,0,137,0
14,29,35,94,0,138,0
12,19,32,96,0,139,0
11,30,31,92,0,140,0
9,29,34,99,0,141,0
14,28,36,72,0,142,0
11,28,43,94,0,143,0
11,28,38,99,0,144,0
11,28,32,97,0,145,0
9,28,29,97,0,146,0
10,29,32,94,0,147,0
10,28,33,97,0,148,0
10,27,37,97,0,149,0
11,27,37,96,0,150,0
11,27,37,93,0,151,0
11.5,30.2,20,70,0,152,0
15,30.1,15,38,0,153,0
11,30,25,92,0,154,0
13,29,25,72,0,155,0
8,29,17,96,0,156,0
5,29,22,99,0,157,0
7,28,21,94,0,158,0
6,27,26,90,0,159,0
7,28,30,96,0,160,0
10,31,40,95,0,161,0
15,28,44,84,0,162,0
11,29,46,99,0,163,0
11,30,32,99,0,164,0
9,31,23,99,0,165,0
8,30,25,99,0,166,0
9,30,22,94,0,167,0
9,28,28,98,0,168,0
7,26,20,99,0,169,0
4,26,34,96,0,170,0
7,25,28,98,0,171,0
7,25,29,90,0,172,0
7,28,27,95,0,173,0
10,25,30,67,0,174,0
7,25,29,90,0,175,0
7,28,27,95,0,176,0
8,31,22,96,0,177,0
8,28,30,96,0,178,0
9,24,40,99,0,179,0
7,23,46,99,0,180,0
5,25,38,99,0,181,0
9,25,36,76,0,182,0
9,29,35,91,0,183,0
9,30,29,99,0,184,0
10,28,36,98,0,185,0
11,28,35,91,0,186,0
14,26,35,68,0,187,0
9,28,38,97,0,188,0
12,26,26,87,0,189,0
5,26,20,87,0,190,0
8,28,38,94,0,191,0
15,28,41,95,0,192,0
12,31,29,90,0,193,0
16.7,30.8,23,56,0,194,0
11,29,32,93,0,195,0
12,31,29,90,0,196,0
12,28,37,94,0,197,0
10,29,32,97,0,198,0
10,29,32,97,0,199,0
6,23,15,61,0,200,0
1,25,17,91,0,201,0
10,28,20,49,0,202,0
9,29,25,63,0,203,0
11,32,23,76,0,204,0
11,30,20,79,0,205,0
10,31,28,98,0,206,0
9,29,19,94,0,207,0
11,27,17,64,0,208,0
20,32,26,49,0,209,0
10,31,28,84,0,210,0
20,32,26,49,0,211,0
12,34,22,80,0,212,0
